Timestamp,LongPnL,ShortPnL,Volatility,Spread,TimeLocked,Label
2025-08-01 00:00:00,0.0012561748069461708,0.00349586273542296,0.0,-0.8205223450444805,5,2
2025-08-01 00:05:00,-0.004486919874308587,-0.0034609944595692045,0.0,1.3681482131304392,1,2
2025-08-01 00:10:00,-0.002314569756500012,-0.00487145069080349,0.0,1.2249009195726046,9,2
2025-08-01 00:15:00,-0.0009856124516655499,0.0018987213332607277,0.0,-0.15727980353102566,9,2
2025-08-01 00:20:00,0.0034516867546018275,-0.004033085841250719,0.0,0.09911208200242072,9,2
2025-08-01 00:25:00,0.0034519296236976936,-0.0038605098222664032,0.0,0.06947267586807016,6,2
2025-08-01 00:30:00,0.004438779572669392,0.002440835011408634,0.0,-1.1758662178754093,2,2
2025-08-01 00:35:00,-0.003648401880361464,-0.0022999290945418345,0.0,1.0170575225519372,7,2
2025-08-01 00:40:00,-0.001010128725652543,0.0012846596823237575,0.0,-0.04685459187439278,2,2
2025-08-01 00:45:00,-0.0020764053478277288,0.004156718828638653,0.0,-0.3548426537977605,4,2
2025-08-01 00:50:00,0.0048172496990477424,-0.001838629036171553,0.0,-0.5000837521118058,4,2
2025-08-01 00:55:00,-0.004677120272661359,-0.0028365818591069127,0.0,1.282486913416534,7,2
2025-08-01 01:00:00,-0.003313411216256212,-0.003949911580807807,0.0,1.2396574491059766,6,2
2025-08-01 01:05:00,0.0028849076442027245,-0.003709082842953627,0.0,0.13915772303982976,7,2
2025-08-01 01:10:00,0.003191906176452704,-0.004397022211532874,0.004224836857862586,0.20187667461891579,6,2
2025-08-01 01:15:00,0.003176010005910895,-0.004140650499603704,0.004223968119697026,0.1614549529059559,1,2
2025-08-01 01:20:00,0.0019614171967150163,-0.0006804167640849322,0.004401840567330448,-0.21668493856094528,4,2
2025-08-01 01:25:00,-0.0002475030434007555,-0.0017945642416065536,0.004139808660186652,0.3462075744608626,3,2
2025-08-01 01:30:00,0.0006810132770375113,0.0020613502014678316,0.004140233924485835,-0.4654737736790935,7,2
2025-08-01 01:35:00,0.0020920762435810243,0.0036887592590206103,0.004231509748142389,-0.9843791819350258,7,2
2025-08-01 01:40:00,-0.0011172792380538207,0.0028396454820267284,0.004232487338234474,-0.29398181634485354,4,2
2025-08-01 01:45:00,0.0036181048837134315,0.00030627873125548894,0.004233636788469852,-0.6665474611467914,7,2
2025-08-01 01:50:00,0.0020828828982164716,-0.0039914471504966685,0.004441297111128689,0.32143197073347096,4,2
2025-08-01 01:55:00,0.0013381698726143692,0.0020932818189985324,0.004304395204470261,-0.5807672812236433,9,2
2025-08-01 02:00:00,0.000439493227273792,-0.0013735969331616388,0.00435160385621428,0.15830501036239752,3,2
2025-08-01 02:05:00,-0.0028436502071133517,-0.004160736054296992,0.0038577817701493937,1.1915018990845851,2,2
2025-08-01 02:10:00,0.003012308931901362,0.003412975776605034,0.003969782591317166,-1.0994325058928212,5,2
2025-08-01 02:15:00,-0.0001423241250961737,-0.0016204564590719976,0.003782580606873009,0.302046752832581,9,2
2025-08-01 02:20:00,-0.0009232924319001471,-0.002825472476574198,0.0030982323468305064,0.6423677361665057,3,2
2025-08-01 02:25:00,0.004556160319123153,0.003700774044592884,0.0030672534156673753,-1.4156203344932123,1,2
2025-08-01 02:30:00,-0.0010742931720135196,0.004005232288926387,0.002908444062969963,-0.504189101817758,9,2
2025-08-01 02:35:00,0.0033056500827048753,-0.0016128888494957342,0.0030266229361626293,-0.2893914538003344,5,2
2025-08-01 02:40:00,0.004368484724868793,-0.0014540971355894894,0.002945263825208341,-0.4977902015766915,2,2
